timestamp,buyer,seller,symbol,currency,price,quantity,day,trade_notional,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3,mid_price_clean,spread,mid_diff_vs_raw,bid_depth_3,ask_depth_3,imbalance_l1,microprice,trade_vs_mid,trade_vs_bid,trade_vs_ask,trade_side_guess
917400,,,ASH_COATED_OSMIUM,XIRECS,9994.0,5,-2,49970.0,9994.0,13.0,9991.0,24.0,,,10010.0,13.0,10012.0,24.0,,,10002.0,16.0,0.0,37.0,37.0,0.0,10002.0,-8.0,0.0,-16.0,sell_aggressor
923300,,,ASH_COATED_OSMIUM,XIRECS,10006.0,3,-2,30018.0,9996.0,11.0,,,,,10006.0,3.0,10015.0,20.0,,,10001.0,10.0,0.0,11.0,23.0,0.5714285714285714,10003.857142857143,5.0,10.0,0.0,buy_aggressor
924600,,,ASH_COATED_OSMIUM,XIRECS,9996.0,3,-2,29988.0,9996.0,10.0,9993.0,26.0,,,10012.0,10.0,,,,,10004.0,16.0,0.0,36.0,10.0,0.0,10004.0,-8.0,0.0,-16.0,sell_aggressor
931300,,,ASH_COATED_OSMIUM,XIRECS,10013.0,8,-2,80104.0,9997.0,13.0,,,,,10013.0,13.0,,,,,10005.0,16.0,0.0,13.0,13.0,0.0,10005.0,8.0,16.0,0.0,buy_aggressor
932500,,,ASH_COATED_OSMIUM,XIRECS,9995.0,8,-2,79960.0,9995.0,20.0,,,,,10016.0,20.0,,,,,10005.5,21.0,0.0,20.0,20.0,0.0,10005.5,-10.5,0.0,-21.0,sell_aggressor
933500,,,ASH_COATED_OSMIUM,XIRECS,10013.0,9,-2,90117.0,9997.0,11.0,9995.0,26.0,,,10013.0,11.0,10016.0,26.0,,,10005.0,16.0,0.0,37.0,37.0,0.0,10005.0,8.0,16.0,0.0,buy_aggressor
933700,,,ASH_COATED_OSMIUM,XIRECS,10012.0,6,-2,60072.0,9996.0,10.0,9994.0,29.0,,,10012.0,10.0,10015.0,29.0,,,10004.0,16.0,0.0,39.0,39.0,0.0,10004.0,8.0,16.0,0.0,buy_aggressor
936100,,,ASH_COATED_OSMIUM,XIRECS,9995.0,4,-2,39980.0,9995.0,21.0,,,,,10016.0,21.0,,,,,10005.5,21.0,0.0,21.0,21.0,0.0,10005.5,-10.5,0.0,-21.0,sell_aggressor
940100,,,ASH_COATED_OSMIUM,XIRECS,9999.0,10,-2,99990.0,9999.0,15.0,9996.0,28.0,,,10015.0,15.0,,,,,10007.0,16.0,0.0,43.0,15.0,0.0,10007.0,-8.0,0.0,-16.0,sell_aggressor
940600,,,ASH_COATED_OSMIUM,XIRECS,9999.0,6,-2,59994.0,9999.0,10.0,9996.0,23.0,,,10018.0,23.0,,,,,10008.5,19.0,0.0,33.0,23.0,-0.3939393939393939,10004.757575757576,-9.5,0.0,-19.0,sell_aggressor
943100,,,ASH_COATED_OSMIUM,XIRECS,9999.0,6,-2,59994.0,9999.0,11.0,9996.0,21.0,,,10015.0,11.0,10017.0,21.0,,,10007.0,16.0,0.0,32.0,32.0,0.0,10007.0,-8.0,0.0,-16.0,sell_aggressor
943600,,,ASH_COATED_OSMIUM,XIRECS,10004.0,2,-2,20008.0,10004.0,3.0,9996.0,20.0,,,10014.0,15.0,10017.0,20.0,,,10009.0,10.0,0.0,23.0,35.0,-0.6666666666666666,10005.666666666666,-5.0,0.0,-10.0,sell_aggressor
943900,,,ASH_COATED_OSMIUM,XIRECS,9998.0,5,-2,49990.0,9998.0,10.0,9996.0,23.0,,,10008.0,3.0,10014.0,10.0,10017.0,23.0,10003.0,10.0,0.0,33.0,36.0,0.5384615384615384,10005.692307692309,-5.0,0.0,-10.0,sell_aggressor
946000,,,ASH_COATED_OSMIUM,XIRECS,9998.0,5,-2,49990.0,9998.0,15.0,9995.0,30.0,,,10014.0,15.0,10016.0,30.0,,,10006.0,16.0,0.0,45.0,45.0,0.0,10006.0,-8.0,0.0,-16.0,sell_aggressor
951300,,,ASH_COATED_OSMIUM,XIRECS,9995.0,6,-2,59970.0,9995.0,15.0,,,,,10011.0,15.0,10014.0,25.0,,,10003.0,16.0,0.0,15.0,40.0,0.0,10003.0,-8.0,0.0,-16.0,sell_aggressor
956100,,,ASH_COATED_OSMIUM,XIRECS,10010.0,6,-2,60060.0,9991.0,14.0,9989.0,20.0,,,10010.0,20.0,,,,,10000.5,19.0,0.0,34.0,20.0,-0.17647058823529413,9998.823529411764,9.5,19.0,0.0,buy_aggressor
957400,,,ASH_COATED_OSMIUM,XIRECS,10006.0,4,-2,40024.0,9990.0,13.0,9987.0,28.0,,,10006.0,13.0,10008.0,28.0,,,9998.0,16.0,0.0,41.0,41.0,0.0,9998.0,8.0,16.0,0.0,buy_aggressor
959400,,,ASH_COATED_OSMIUM,XIRECS,10006.0,4,-2,40024.0,9990.0,13.0,9988.0,21.0,,,10006.0,13.0,10009.0,21.0,,,9998.0,16.0,0.0,34.0,34.0,0.0,9998.0,8.0,16.0,0.0,buy_aggressor
960200,,,ASH_COATED_OSMIUM,XIRECS,9989.0,6,-2,59934.0,9989.0,13.0,,,,,10005.0,13.0,10008.0,30.0,,,9997.0,16.0,0.0,13.0,43.0,0.0,9997.0,-8.0,0.0,-16.0,sell_aggressor
963200,,,ASH_COATED_OSMIUM,XIRECS,10005.0,6,-2,60030.0,9987.0,25.0,,,,,10005.0,11.0,10008.0,25.0,,,9996.0,18.0,0.0,25.0,36.0,0.3888888888888889,9999.5,9.0,18.0,0.0,buy_aggressor
964800,,,ASH_COATED_OSMIUM,XIRECS,10006.0,6,-2,60036.0,9988.0,12.0,9986.0,30.0,,,10004.0,12.0,10007.0,30.0,,,9996.0,16.0,0.0,42.0,42.0,0.0,9996.0,10.0,18.0,2.0,buy_aggressor
966000,,,ASH_COATED_OSMIUM,XIRECS,9987.0,6,-2,59922.0,9987.0,14.0,9984.0,29.0,,,10003.0,14.0,10005.0,29.0,,,9995.0,16.0,0.0,43.0,43.0,0.0,9995.0,-8.0,0.0,-16.0,sell_aggressor
967000,,,ASH_COATED_OSMIUM,XIRECS,10004.0,8,-2,80032.0,9988.0,14.0,9985.0,22.0,,,10004.0,14.0,10006.0,22.0,,,9996.0,16.0,0.0,36.0,36.0,0.0,9996.0,8.0,16.0,0.0,buy_aggressor
973400,,,ASH_COATED_OSMIUM,XIRECS,9986.0,8,-2,79888.0,9986.0,14.0,9983.0,29.0,,,10002.0,14.0,10004.0,29.0,,,9994.0,16.0,0.0,43.0,43.0,0.0,9994.0,-8.0,0.0,-16.0,sell_aggressor
973700,,,ASH_COATED_OSMIUM,XIRECS,10002.0,2,-2,20004.0,9983.0,28.0,,,,,10002.0,11.0,10004.0,28.0,,,9992.5,19.0,0.0,28.0,39.0,0.4358974358974359,9996.641025641025,9.5,19.0,0.0,buy_aggressor
974900,,,ASH_COATED_OSMIUM,XIRECS,9986.0,6,-2,59916.0,9986.0,14.0,9983.0,28.0,,,10002.0,14.0,10004.0,28.0,,,9994.0,16.0,0.0,42.0,42.0,0.0,9994.0,-8.0,0.0,-16.0,sell_aggressor
976500,,,ASH_COATED_OSMIUM,XIRECS,9985.0,6,-2,59910.0,9985.0,10.0,9982.0,30.0,,,10001.0,10.0,10003.0,30.0,,,9993.0,16.0,0.0,40.0,40.0,0.0,9993.0,-8.0,0.0,-16.0,sell_aggressor
977100,,,ASH_COATED_OSMIUM,XIRECS,10001.0,7,-2,70007.0,9985.0,12.0,9983.0,29.0,,,10001.0,12.0,10004.0,29.0,,,9993.0,16.0,0.0,41.0,41.0,0.0,9993.0,8.0,16.0,0.0,buy_aggressor
980800,,,ASH_COATED_OSMIUM,XIRECS,10000.0,3,-2,30000.0,9981.0,26.0,,,,,10000.0,10.0,10002.0,26.0,,,9990.5,19.0,0.0,26.0,36.0,0.4444444444444444,9994.722222222223,9.5,19.0,0.0,buy_aggressor
988000,,,ASH_COATED_OSMIUM,XIRECS,9981.0,4,-2,39924.0,9981.0,29.0,,,,,9999.0,13.0,10002.0,29.0,,,9990.0,18.0,0.0,29.0,42.0,0.38095238095238093,9993.42857142857,-9.0,0.0,-18.0,sell_aggressor
992000,,,ASH_COATED_OSMIUM,XIRECS,9983.0,4,-2,39932.0,9983.0,14.0,,,,,9999.0,14.0,,,,,9991.0,16.0,0.0,14.0,14.0,0.0,9991.0,-8.0,0.0,-16.0,sell_aggressor
994200,,,ASH_COATED_OSMIUM,XIRECS,10002.0,2,-2,20004.0,9986.0,15.0,9983.0,20.0,,,10002.0,15.0,10004.0,20.0,,,9994.0,16.0,0.0,35.0,35.0,0.0,9994.0,8.0,16.0,0.0,buy_aggressor
995300,,,ASH_COATED_OSMIUM,XIRECS,10001.0,6,-2,60006.0,9985.0,13.0,,,,,10001.0,13.0,10003.0,24.0,,,9993.0,16.0,0.0,13.0,37.0,0.0,9993.0,8.0,16.0,0.0,buy_aggressor
1000,,,INTARIAN_PEPPER_ROOT,XIRECS,9995.0,7,-2,69965.0,9995.0,11.0,9993.0,24.0,,,10006.0,11.0,10009.0,24.0,,,10000.5,11.0,0.0,35.0,35.0,0.0,10000.5,-5.5,0.0,-11.0,sell_aggressor
4000,,,INTARIAN_PEPPER_ROOT,XIRECS,10007.0,7,-2,70049.0,10007.0,7.0,9998.0,11.0,9996.0,20.0,10010.0,11.0,10012.0,20.0,,,10008.5,3.0,0.0,38.0,31.0,-0.2222222222222222,10008.166666666666,-1.5,0.0,-3.0,sell_aggressor
10500,,,INTARIAN_PEPPER_ROOT,XIRECS,10013.0,5,-2,50065.0,10013.0,5.0,10005.0,9.0,10002.0,22.0,10016.0,9.0,10019.0,22.0,,,10014.5,3.0,0.0,36.0,31.0,-0.2857142857142857,10014.07142857143,-1.5,0.0,-3.0,sell_aggressor
12600,,,INTARIAN_PEPPER_ROOT,XIRECS,10018.0,3,-2,30054.0,10007.0,12.0,10005.0,16.0,,,10018.0,12.0,10021.0,16.0,,,10012.5,11.0,0.0,28.0,28.0,0.0,10012.5,5.5,11.0,0.0,buy_aggressor
15000,,,INTARIAN_PEPPER_ROOT,XIRECS,10021.0,7,-2,70147.0,10009.0,12.0,10007.0,25.0,,,10021.0,12.0,10023.0,25.0,,,10015.0,12.0,0.0,37.0,37.0,0.0,10015.0,6.0,12.0,0.0,buy_aggressor
15600,,,INTARIAN_PEPPER_ROOT,XIRECS,10021.0,3,-2,30063.0,10010.0,10.0,10008.0,22.0,,,10021.0,10.0,10024.0,22.0,,,10015.5,11.0,0.0,32.0,32.0,0.0,10015.5,5.5,11.0,0.0,buy_aggressor
20200,,,INTARIAN_PEPPER_ROOT,XIRECS,10026.0,6,-2,60156.0,10015.0,11.0,10012.0,17.0,,,10026.0,11.0,10028.0,17.0,,,10020.5,11.0,0.0,28.0,28.0,0.0,10020.5,5.5,11.0,0.0,buy_aggressor
21500,,,INTARIAN_PEPPER_ROOT,XIRECS,10027.0,4,-2,40108.0,10016.0,11.0,10013.0,16.0,,,10027.0,11.0,10030.0,16.0,,,10021.5,11.0,0.0,27.0,27.0,0.0,10021.5,5.5,11.0,0.0,buy_aggressor
22600,,,INTARIAN_PEPPER_ROOT,XIRECS,10019.0,4,-2,40076.0,10017.0,10.0,10015.0,22.0,,,10019.0,7.0,10028.0,10.0,10031.0,22.0,10018.0,2.0,0.0,32.0,39.0,0.17647058823529413,10018.176470588236,1.0,2.0,0.0,buy_aggressor
22600,,,INTARIAN_PEPPER_ROOT,XIRECS,10019.0,3,-2,30057.0,10017.0,10.0,10015.0,22.0,,,10019.0,7.0,10028.0,10.0,10031.0,22.0,10018.0,2.0,0.0,32.0,39.0,0.17647058823529413,10018.176470588236,1.0,2.0,0.0,buy_aggressor
28200,,,INTARIAN_PEPPER_ROOT,XIRECS,10034.0,6,-2,60204.0,10020.0,21.0,,,,,10034.0,12.0,10036.0,21.0,,,10027.0,14.0,0.0,21.0,33.0,0.2727272727272727,10028.90909090909,7.0,14.0,0.0,buy_aggressor
29300,,,INTARIAN_PEPPER_ROOT,XIRECS,10021.0,6,-2,60126.0,10021.0,23.0,,,,,10035.0,10.0,10037.0,23.0,,,10028.0,14.0,0.0,23.0,33.0,0.3939393939393939,10030.757575757576,-7.0,0.0,-14.0,sell_aggressor
29400,,,INTARIAN_PEPPER_ROOT,XIRECS,10035.0,7,-2,70245.0,10024.0,9.0,10021.0,22.0,,,10035.0,9.0,10037.0,22.0,,,10029.5,11.0,0.0,31.0,31.0,0.0,10029.5,5.5,11.0,0.0,buy_aggressor
32800,,,INTARIAN_PEPPER_ROOT,XIRECS,10038.0,3,-2,30114.0,10027.0,12.0,10025.0,24.0,,,10038.0,12.0,10041.0,24.0,,,10032.5,11.0,0.0,36.0,36.0,0.0,10032.5,5.5,11.0,0.0,buy_aggressor
35200,,,INTARIAN_PEPPER_ROOT,XIRECS,10032.0,5,-2,50160.0,10030.0,11.0,10027.0,20.0,,,10032.0,5.0,10043.0,20.0,,,10031.0,2.0,0.0,31.0,25.0,0.375,10031.375,1.0,2.0,0.0,buy_aggressor
37900,,,INTARIAN_PEPPER_ROOT,XIRECS,10040.0,4,-2,40160.0,10040.0,4.0,10032.0,12.0,10030.0,24.0,10043.0,12.0,10046.0,24.0,,,10041.5,3.0,0.0,40.0,36.0,-0.5,10040.75,-1.5,0.0,-3.0,sell_aggressor
38600,,,INTARIAN_PEPPER_ROOT,XIRECS,10033.0,6,-2,60198.0,10033.0,9.0,10031.0,23.0,,,10047.0,23.0,,,,,10040.0,14.0,0.0,32.0,23.0,-0.4375,10036.9375,-7.0,0.0,-14.0,sell_aggressor
42500,,,INTARIAN_PEPPER_ROOT,XIRECS,10037.0,3,-2,30111.0,10037.0,11.0,10034.0,19.0,,,10051.0,19.0,,,,,10044.0,14.0,0.0,30.0,19.0,-0.26666666666666666,10042.133333333333,-7.0,0.0,-14.0,sell_aggressor
45900,,,INTARIAN_PEPPER_ROOT,XIRECS,10038.0,6,-2,60228.0,10038.0,16.0,,,,,10051.0,8.0,10054.0,16.0,,,10044.5,13.0,0.0,16.0,24.0,0.3333333333333333,10046.666666666666,-6.5,0.0,-13.0,sell_aggressor
46400,,,INTARIAN_PEPPER_ROOT,XIRECS,10049.0,4,-2,40196.0,10049.0,4.0,10041.0,8.0,10038.0,19.0,10052.0,8.0,10054.0,19.0,,,10050.5,3.0,0.0,31.0,27.0,-0.3333333333333333,10050.0,-1.5,0.0,-3.0,sell_aggressor
52900,,,INTARIAN_PEPPER_ROOT,XIRECS,10049.0,6,-2,60294.0,10047.0,8.0,10045.0,15.0,,,10049.0,6.0,10061.0,15.0,,,10048.0,2.0,0.0,23.0,21.0,0.14285714285714285,10048.142857142857,1.0,2.0,0.0,buy_aggressor
53000,,,INTARIAN_PEPPER_ROOT,XIRECS,10049.0,6,-2,60294.0,10047.0,8.0,10045.0,15.0,,,10049.0,6.0,10061.0,15.0,,,10048.0,2.0,0.0,23.0,21.0,0.14285714285714285,10048.142857142857,1.0,2.0,0.0,buy_aggressor
53800,,,INTARIAN_PEPPER_ROOT,XIRECS,10048.0,4,-2,40192.0,10048.0,10.0,10046.0,16.0,,,10059.0,10.0,10062.0,16.0,,,10053.5,11.0,0.0,26.0,26.0,0.0,10053.5,-5.5,0.0,-11.0,sell_aggressor
55300,,,INTARIAN_PEPPER_ROOT,XIRECS,10052.0,7,-2,70364.0,10050.0,9.0,10047.0,17.0,,,10052.0,7.0,10061.0,9.0,,,10051.0,2.0,0.0,26.0,16.0,0.125,10051.125,1.0,2.0,0.0,buy_aggressor
57200,,,INTARIAN_PEPPER_ROOT,XIRECS,10060.0,8,-2,80480.0,10060.0,8.0,10052.0,8.0,10049.0,23.0,10063.0,8.0,10065.0,23.0,,,10061.5,3.0,0.0,39.0,31.0,0.0,10061.5,-1.5,0.0,-3.0,sell_aggressor
60900,,,INTARIAN_PEPPER_ROOT,XIRECS,10066.0,6,-2,60396.0,10055.0,9.0,10053.0,15.0,,,10066.0,9.0,10069.0,15.0,,,10060.5,11.0,0.0,24.0,24.0,0.0,10060.5,5.5,11.0,0.0,buy_aggressor
61700,,,INTARIAN_PEPPER_ROOT,XIRECS,10064.0,5,-2,50320.0,10064.0,5.0,10056.0,9.0,10054.0,23.0,10067.0,9.0,10070.0,23.0,,,10065.5,3.0,0.0,37.0,32.0,-0.2857142857142857,10065.07142857143,-1.5,0.0,-3.0,sell_aggressor
64800,,,INTARIAN_PEPPER_ROOT,XIRECS,10059.0,7,-2,70413.0,10059.0,12.0,10057.0,23.0,,,10073.0,23.0,,,,,10066.0,14.0,0.0,35.0,23.0,-0.3142857142857143,10063.8,-7.0,0.0,-14.0,sell_aggressor
72400,,,INTARIAN_PEPPER_ROOT,XIRECS,10067.0,5,-2,50335.0,10067.0,10.0,10064.0,19.0,,,10078.0,10.0,10080.0,19.0,,,10072.5,11.0,0.0,29.0,29.0,0.0,10072.5,-5.5,0.0,-11.0,sell_aggressor
73400,,,INTARIAN_PEPPER_ROOT,XIRECS,10079.0,3,-2,30237.0,10068.0,9.0,,,,,10079.0,9.0,,,,,10073.5,11.0,0.0,9.0,9.0,0.0,10073.5,5.5,11.0,0.0,buy_aggressor
86600,,,INTARIAN_PEPPER_ROOT,XIRECS,10083.0,3,-2,30249.0,10081.0,12.0,10079.0,20.0,,,10083.0,3.0,10092.0,12.0,10095.0,20.0,10082.0,2.0,0.0,32.0,35.0,0.6,10082.6,1.0,2.0,0.0,buy_aggressor
88100,,,INTARIAN_PEPPER_ROOT,XIRECS,10094.0,6,-2,60564.0,10083.0,11.0,10080.0,18.0,,,10094.0,11.0,10096.0,18.0,,,10088.5,11.0,0.0,29.0,29.0,0.0,10088.5,5.5,11.0,0.0,buy_aggressor
89000,,,INTARIAN_PEPPER_ROOT,XIRECS,10095.0,6,-2,60570.0,10092.0,3.0,10081.0,21.0,,,10095.0,8.0,10097.0,21.0,,,10093.5,3.0,0.0,24.0,29.0,-0.45454545454545453,10092.818181818182,1.5,3.0,0.0,buy_aggressor
91200,,,INTARIAN_PEPPER_ROOT,XIRECS,10086.0,5,-2,50430.0,10086.0,10.0,10083.0,19.0,,,10097.0,10.0,10099.0,19.0,,,10091.5,11.0,0.0,29.0,29.0,0.0,10091.5,-5.5,0.0,-11.0,sell_aggressor
91900,,,INTARIAN_PEPPER_ROOT,XIRECS,10084.0,7,-2,70588.0,10084.0,16.0,,,,,10100.0,16.0,,,,,10092.0,16.0,0.0,16.0,16.0,0.0,10092.0,-8.0,0.0,-16.0,sell_aggressor
98600,,,INTARIAN_PEPPER_ROOT,XIRECS,10101.0,3,-2,30303.0,10101.0,3.0,10093.0,10.0,10091.0,24.0,10104.0,10.0,10107.0,24.0,,,10102.5,3.0,0.0,37.0,34.0,-0.5384615384615384,10101.692307692309,-1.5,0.0,-3.0,sell_aggressor
102000,,,INTARIAN_PEPPER_ROOT,XIRECS,10096.0,7,-2,70672.0,10096.0,12.0,,,,,10108.0,12.0,10110.0,17.0,,,10102.0,12.0,0.0,12.0,29.0,0.0,10102.0,-6.0,0.0,-12.0,sell_aggressor
108200,,,INTARIAN_PEPPER_ROOT,XIRECS,10114.0,6,-2,60684.0,10103.0,8.0,10100.0,16.0,,,10114.0,8.0,10116.0,16.0,,,10108.5,11.0,0.0,24.0,24.0,0.0,10108.5,5.5,11.0,0.0,buy_aggressor
114500,,,INTARIAN_PEPPER_ROOT,XIRECS,10120.0,4,-2,40480.0,10109.0,11.0,,,,,10120.0,11.0,10123.0,24.0,,,10114.5,11.0,0.0,11.0,35.0,0.0,10114.5,5.5,11.0,0.0,buy_aggressor
117700,,,INTARIAN_PEPPER_ROOT,XIRECS,10114.0,8,-2,80912.0,10112.0,8.0,10110.0,18.0,,,10114.0,8.0,10123.0,8.0,10126.0,18.0,10113.0,2.0,0.0,26.0,34.0,0.0,10113.0,1.0,2.0,0.0,buy_aggressor
123300,,,INTARIAN_PEPPER_ROOT,XIRECS,10129.0,4,-2,40516.0,10118.0,12.0,10115.0,25.0,,,10129.0,12.0,10131.0,25.0,,,10123.5,11.0,0.0,37.0,37.0,0.0,10123.5,5.5,11.0,0.0,buy_aggressor
129400,,,INTARIAN_PEPPER_ROOT,XIRECS,10132.0,5,-2,50660.0,10132.0,5.0,10124.0,10.0,,,10135.0,10.0,10137.0,17.0,,,10133.5,3.0,0.0,15.0,27.0,-0.3333333333333333,10133.0,-1.5,0.0,-3.0,sell_aggressor
130000,,,INTARIAN_PEPPER_ROOT,XIRECS,10124.0,4,-2,40496.0,10124.0,10.0,,,,,10136.0,10.0,10138.0,25.0,,,10130.0,12.0,0.0,10.0,35.0,0.0,10130.0,-6.0,0.0,-12.0,sell_aggressor
131400,,,INTARIAN_PEPPER_ROOT,XIRECS,10139.0,5,-2,50695.0,10126.0,8.0,,,,,10139.0,23.0,,,,,10132.5,13.0,0.0,8.0,23.0,-0.4838709677419355,10129.354838709678,6.5,13.0,0.0,buy_aggressor
134600,,,INTARIAN_PEPPER_ROOT,XIRECS,10129.0,5,-2,50645.0,10129.0,10.0,,,,,10140.0,10.0,10143.0,20.0,,,10134.5,11.0,0.0,10.0,30.0,0.0,10134.5,-5.5,0.0,-11.0,sell_aggressor
136200,,,INTARIAN_PEPPER_ROOT,XIRECS,10139.0,7,-2,70973.0,10139.0,7.0,10131.0,10.0,10128.0,21.0,10142.0,10.0,10144.0,21.0,,,10140.5,3.0,0.0,38.0,31.0,-0.17647058823529413,10140.235294117647,-1.5,0.0,-3.0,sell_aggressor
141800,,,INTARIAN_PEPPER_ROOT,XIRECS,10136.0,5,-2,50680.0,10136.0,10.0,10134.0,19.0,,,10147.0,10.0,10150.0,19.0,,,10141.5,11.0,0.0,29.0,29.0,0.0,10141.5,-5.5,0.0,-11.0,sell_aggressor
144100,,,INTARIAN_PEPPER_ROOT,XIRECS,10136.0,3,-2,30408.0,10136.0,19.0,,,,,10150.0,9.0,10152.0,19.0,,,10143.0,14.0,0.0,19.0,28.0,0.35714285714285715,10145.5,-7.0,0.0,-14.0,sell_aggressor
148600,,,INTARIAN_PEPPER_ROOT,XIRECS,10154.0,7,-2,71078.0,10143.0,8.0,,,,,10154.0,8.0,10157.0,22.0,,,10148.5,11.0,0.0,8.0,30.0,0.0,10148.5,5.5,11.0,0.0,buy_aggressor
149300,,,INTARIAN_PEPPER_ROOT,XIRECS,10144.0,3,-2,30432.0,10144.0,11.0,10141.0,15.0,,,10155.0,11.0,10157.0,15.0,,,10149.5,11.0,0.0,26.0,26.0,0.0,10149.5,-5.5,0.0,-11.0,sell_aggressor
155500,,,INTARIAN_PEPPER_ROOT,XIRECS,10152.0,4,-2,40608.0,10150.0,12.0,10147.0,15.0,,,10152.0,4.0,10161.0,12.0,10164.0,15.0,10151.0,2.0,0.0,27.0,31.0,0.5,10151.5,1.0,2.0,0.0,buy_aggressor
156300,,,INTARIAN_PEPPER_ROOT,XIRECS,10151.0,3,-2,30453.0,10151.0,12.0,10148.0,17.0,,,10162.0,12.0,10164.0,17.0,,,10156.5,11.0,0.0,29.0,29.0,0.0,10156.5,-5.5,0.0,-11.0,sell_aggressor
156800,,,INTARIAN_PEPPER_ROOT,XIRECS,10159.0,3,-2,30477.0,10159.0,3.0,10149.0,20.0,,,10162.0,10.0,10165.0,20.0,,,10160.5,3.0,0.0,23.0,30.0,-0.5384615384615384,10159.692307692309,-1.5,0.0,-3.0,sell_aggressor
159700,,,INTARIAN_PEPPER_ROOT,XIRECS,10156.0,7,-2,71092.0,10154.0,10.0,10152.0,18.0,,,10156.0,7.0,10165.0,10.0,10168.0,18.0,10155.0,2.0,0.0,28.0,35.0,0.17647058823529413,10155.176470588236,1.0,2.0,0.0,buy_aggressor
165400,,,INTARIAN_PEPPER_ROOT,XIRECS,10171.0,4,-2,40684.0,10160.0,9.0,10157.0,15.0,,,10171.0,9.0,10174.0,15.0,,,10165.5,11.0,0.0,24.0,24.0,0.0,10165.5,5.5,11.0,0.0,buy_aggressor
169300,,,INTARIAN_PEPPER_ROOT,XIRECS,10164.0,3,-2,30492.0,10164.0,12.0,10161.0,24.0,,,10175.0,12.0,10177.0,24.0,,,10169.5,11.0,0.0,36.0,36.0,0.0,10169.5,-5.5,0.0,-11.0,sell_aggressor
175000,,,INTARIAN_PEPPER_ROOT,XIRECS,10181.0,3,-2,30543.0,10169.0,11.0,10167.0,19.0,,,10181.0,11.0,10183.0,19.0,,,10175.0,12.0,0.0,30.0,30.0,0.0,10175.0,6.0,12.0,0.0,buy_aggressor
178600,,,INTARIAN_PEPPER_ROOT,XIRECS,10175.0,4,-2,40700.0,10170.0,21.0,,,,,10175.0,4.0,10184.0,10.0,10187.0,21.0,10172.5,5.0,0.0,21.0,35.0,0.68,10174.2,2.5,5.0,0.0,buy_aggressor
184500,,,INTARIAN_PEPPER_ROOT,XIRECS,10190.0,7,-2,71330.0,10179.0,12.0,,,,,10190.0,12.0,10193.0,24.0,,,10184.5,11.0,0.0,12.0,36.0,0.0,10184.5,5.5,11.0,0.0,buy_aggressor
184900,,,INTARIAN_PEPPER_ROOT,XIRECS,10177.0,3,-2,30531.0,10177.0,21.0,,,,,10190.0,11.0,,,,,10183.5,13.0,0.0,21.0,11.0,0.3125,10185.53125,-6.5,0.0,-13.0,sell_aggressor
185600,,,INTARIAN_PEPPER_ROOT,XIRECS,10191.0,5,-2,50955.0,10180.0,8.0,10177.0,16.0,,,10191.0,8.0,10194.0,16.0,,,10185.5,11.0,0.0,24.0,24.0,0.0,10185.5,5.5,11.0,0.0,buy_aggressor
189700,,,INTARIAN_PEPPER_ROOT,XIRECS,10192.0,6,-2,61152.0,10184.0,12.0,10181.0,24.0,,,10195.0,12.0,10198.0,24.0,,,10189.5,11.0,0.0,36.0,36.0,0.0,10189.5,2.5,8.0,-3.0,likely_buy
190200,,,INTARIAN_PEPPER_ROOT,XIRECS,10196.0,3,-2,30588.0,10185.0,12.0,,,,,10196.0,12.0,,,,,10190.5,11.0,0.0,12.0,12.0,0.0,10190.5,5.5,11.0,0.0,buy_aggressor
193900,,,INTARIAN_PEPPER_ROOT,XIRECS,10199.0,6,-2,61194.0,10188.0,11.0,,,,,10199.0,11.0,,,,,10193.5,11.0,0.0,11.0,11.0,0.0,10193.5,5.5,11.0,0.0,buy_aggressor
202400,,,INTARIAN_PEPPER_ROOT,XIRECS,10197.0,6,-2,61182.0,10197.0,11.0,10194.0,19.0,,,10208.0,11.0,,,,,10202.5,11.0,0.0,30.0,11.0,0.0,10202.5,-5.5,0.0,-11.0,sell_aggressor
203300,,,INTARIAN_PEPPER_ROOT,XIRECS,10198.0,6,-2,61188.0,10198.0,9.0,10195.0,24.0,,,10209.0,9.0,10211.0,24.0,,,10203.5,11.0,0.0,33.0,33.0,0.0,10203.5,-5.5,0.0,-11.0,sell_aggressor
205000,,,INTARIAN_PEPPER_ROOT,XIRECS,10208.0,7,-2,71456.0,10199.0,11.0,10197.0,25.0,,,10207.0,1.0,10211.0,11.0,10213.0,25.0,10203.0,8.0,0.0,36.0,37.0,0.8333333333333334,10206.333333333334,5.0,9.0,1.0,buy_aggressor
206100,,,INTARIAN_PEPPER_ROOT,XIRECS,10203.0,6,-2,61218.0,10200.0,11.0,10198.0,22.0,,,10203.0,6.0,10212.0,11.0,10214.0,22.0,10201.5,3.0,0.0,33.0,39.0,0.29411764705882354,10201.941176470587,1.5,3.0,0.0,buy_aggressor
206400,,,INTARIAN_PEPPER_ROOT,XIRECS,10203.0,4,-2,40812.0,10201.0,9.0,10198.0,24.0,,,10203.0,4.0,10212.0,9.0,,,10202.0,2.0,0.0,33.0,13.0,0.38461538461538464,10202.384615384615,1.0,2.0,0.0,buy_aggressor
