timestamp,buyer,seller,symbol_trade,currency,price,quantity,day_trade,trade_notional,day_book,symbol_book,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3,mid_price,profit_and_loss,spread,microprice,best_bid_notional,best_ask_notional,imbalance_l1,bid_depth_3,ask_depth_3,trade_vs_mid,trade_vs_bid,trade_vs_ask,trade_side_guess,day,symbol
349500,,,INTARIAN_PEPPER_ROOT,XIRECS,10344.0,7,-2,72408.0,-2,INTARIAN_PEPPER_ROOT,10344.0,11.0,10341.0,15.0,,,10355.0,11.0,10358.0,15.0,,,10349.5,0.0,11.0,10349.5,113784.0,113905.0,0.0,26.0,26.0,-5.5,0.0,-11.0,sell_aggressor,-2,INTARIAN_PEPPER_ROOT
350200,,,INTARIAN_PEPPER_ROOT,XIRECS,10356.0,5,-2,51780.0,-2,INTARIAN_PEPPER_ROOT,10345.0,8.0,10342.0,21.0,,,10356.0,8.0,10358.0,21.0,,,10350.5,0.0,11.0,10350.5,82760.0,82848.0,0.0,29.0,29.0,5.5,11.0,0.0,buy_aggressor,-2,INTARIAN_PEPPER_ROOT
352000,,,INTARIAN_PEPPER_ROOT,XIRECS,10355.0,8,-2,82840.0,-2,INTARIAN_PEPPER_ROOT,10355.0,8.0,10346.0,9.0,,,10358.0,9.0,10360.0,20.0,,,10356.5,0.0,3.0,10356.411764705883,82840.0,93222.0,-0.058823529411764705,17.0,29.0,-1.5,0.0,-3.0,sell_aggressor,-2,INTARIAN_PEPPER_ROOT
357200,,,INTARIAN_PEPPER_ROOT,XIRECS,10352.0,6,-2,62112.0,-2,INTARIAN_PEPPER_ROOT,10352.0,10.0,10349.0,21.0,,,10363.0,10.0,10365.0,21.0,,,10357.5,0.0,11.0,10357.5,103520.0,103630.0,0.0,31.0,31.0,-5.5,0.0,-11.0,sell_aggressor,-2,INTARIAN_PEPPER_ROOT
358100,,,INTARIAN_PEPPER_ROOT,XIRECS,10360.0,7,-2,72520.0,-2,INTARIAN_PEPPER_ROOT,10352.0,10.0,10350.0,25.0,,,10360.0,7.0,10364.0,10.0,10366.0,25.0,10356.0,0.0,8.0,10356.70588235294,103520.0,72520.0,0.17647058823529413,35.0,42.0,4.0,8.0,0.0,buy_aggressor,-2,INTARIAN_PEPPER_ROOT
362100,,,INTARIAN_PEPPER_ROOT,XIRECS,10356.0,6,-2,62136.0,-2,INTARIAN_PEPPER_ROOT,10356.0,12.0,10354.0,15.0,,,10368.0,12.0,10370.0,15.0,,,10362.0,0.0,12.0,10362.0,124272.0,124416.0,0.0,27.0,27.0,-6.0,0.0,-12.0,sell_aggressor,-2,INTARIAN_PEPPER_ROOT
363400,,,INTARIAN_PEPPER_ROOT,XIRECS,10358.0,5,-2,51790.0,-2,INTARIAN_PEPPER_ROOT,10358.0,8.0,,,,,10365.0,5.0,10372.0,17.0,,,10361.5,0.0,7.0,10362.307692307691,82864.0,51825.0,0.23076923076923078,8.0,22.0,-3.5,0.0,-7.0,sell_aggressor,-2,INTARIAN_PEPPER_ROOT
372700,,,INTARIAN_PEPPER_ROOT,XIRECS,10364.0,3,-2,31092.0,-2,INTARIAN_PEPPER_ROOT,10364.0,24.0,,,,,10378.0,10.0,10381.0,24.0,,,10371.0,0.0,14.0,10373.882352941177,248736.0,103780.0,0.4117647058823529,24.0,34.0,-7.0,0.0,-14.0,sell_aggressor,-2,INTARIAN_PEPPER_ROOT
377700,,,INTARIAN_PEPPER_ROOT,XIRECS,10383.0,6,-2,62298.0,-2,INTARIAN_PEPPER_ROOT,10372.0,9.0,10369.0,22.0,,,10383.0,9.0,10386.0,22.0,,,10377.5,0.0,11.0,10377.5,93348.0,93447.0,0.0,31.0,31.0,5.5,11.0,0.0,buy_aggressor,-2,INTARIAN_PEPPER_ROOT
382000,,,INTARIAN_PEPPER_ROOT,XIRECS,10388.0,5,-2,51940.0,-2,INTARIAN_PEPPER_ROOT,10376.0,8.0,10374.0,18.0,,,10388.0,8.0,,,,,10382.0,0.0,12.0,10382.0,83008.0,83104.0,0.0,26.0,8.0,6.0,12.0,0.0,buy_aggressor,-2,INTARIAN_PEPPER_ROOT
383600,,,INTARIAN_PEPPER_ROOT,XIRECS,10380.0,3,-2,31140.0,-2,INTARIAN_PEPPER_ROOT,10378.0,12.0,10375.0,17.0,,,10380.0,7.0,10389.0,12.0,10392.0,17.0,10379.0,0.0,2.0,10379.263157894737,124536.0,72660.0,0.2631578947368421,29.0,36.0,1.0,2.0,0.0,buy_aggressor,-2,INTARIAN_PEPPER_ROOT
387800,,,INTARIAN_PEPPER_ROOT,XIRECS,10393.0,5,-2,51965.0,-2,INTARIAN_PEPPER_ROOT,10382.0,9.0,10380.0,19.0,,,10393.0,9.0,10396.0,19.0,,,10387.5,0.0,11.0,10387.5,93438.0,93537.0,0.0,28.0,28.0,5.5,11.0,0.0,buy_aggressor,-2,INTARIAN_PEPPER_ROOT
388800,,,INTARIAN_PEPPER_ROOT,XIRECS,10383.0,3,-2,31149.0,-2,INTARIAN_PEPPER_ROOT,10383.0,11.0,10381.0,24.0,,,10394.0,11.0,10397.0,24.0,,,10388.5,0.0,11.0,10388.5,114213.0,114334.0,0.0,35.0,35.0,-5.5,0.0,-11.0,sell_aggressor,-2,INTARIAN_PEPPER_ROOT
394900,,,INTARIAN_PEPPER_ROOT,XIRECS,10387.0,7,-2,72709.0,-2,INTARIAN_PEPPER_ROOT,10387.0,15.0,,,,,10401.0,10.0,10403.0,15.0,,,10394.0,0.0,14.0,10395.4,155805.0,104010.0,0.2,15.0,25.0,-7.0,0.0,-14.0,sell_aggressor,-2,INTARIAN_PEPPER_ROOT
395400,,,INTARIAN_PEPPER_ROOT,XIRECS,10398.0,7,-2,72786.0,-2,INTARIAN_PEPPER_ROOT,10398.0,7.0,10390.0,8.0,10387.0,22.0,10401.0,8.0,,,,,10399.5,0.0,3.0,10399.4,72786.0,83208.0,-0.06666666666666667,37.0,8.0,-1.5,0.0,-3.0,sell_aggressor,-2,INTARIAN_PEPPER_ROOT
396000,,,INTARIAN_PEPPER_ROOT,XIRECS,10390.0,4,-2,41560.0,-2,INTARIAN_PEPPER_ROOT,10390.0,8.0,10388.0,22.0,,,10402.0,8.0,,,,,10396.0,0.0,12.0,10396.0,83120.0,83216.0,0.0,30.0,8.0,-6.0,0.0,-12.0,sell_aggressor,-2,INTARIAN_PEPPER_ROOT
402600,,,INTARIAN_PEPPER_ROOT,XIRECS,10394.0,3,-2,31182.0,-2,INTARIAN_PEPPER_ROOT,10394.0,21.0,,,,,10408.0,9.0,10411.0,21.0,,,10401.0,0.0,14.0,10403.8,218274.0,93672.0,0.4,21.0,30.0,-7.0,0.0,-14.0,sell_aggressor,-2,INTARIAN_PEPPER_ROOT
402900,,,INTARIAN_PEPPER_ROOT,XIRECS,10397.0,7,-2,72779.0,-2,INTARIAN_PEPPER_ROOT,10397.0,9.0,10395.0,22.0,,,10409.0,9.0,10411.0,22.0,,,10403.0,0.0,12.0,10403.0,93573.0,93681.0,0.0,31.0,31.0,-6.0,0.0,-12.0,sell_aggressor,-2,INTARIAN_PEPPER_ROOT
403700,,,INTARIAN_PEPPER_ROOT,XIRECS,10395.0,5,-2,51975.0,-2,INTARIAN_PEPPER_ROOT,10395.0,16.0,,,,,10409.0,12.0,10412.0,16.0,,,10402.0,0.0,14.0,10403.0,166320.0,124908.0,0.14285714285714285,16.0,28.0,-7.0,0.0,-14.0,sell_aggressor,-2,INTARIAN_PEPPER_ROOT
407200,,,INTARIAN_PEPPER_ROOT,XIRECS,10404.0,7,-2,72828.0,-2,INTARIAN_PEPPER_ROOT,10401.0,12.0,10399.0,22.0,,,10404.0,7.0,10413.0,12.0,10416.0,22.0,10402.5,0.0,3.0,10402.894736842105,124812.0,72828.0,0.2631578947368421,34.0,41.0,1.5,3.0,0.0,buy_aggressor,-2,INTARIAN_PEPPER_ROOT
407500,,,INTARIAN_PEPPER_ROOT,XIRECS,10413.0,5,-2,52065.0,-2,INTARIAN_PEPPER_ROOT,10402.0,10.0,10399.0,19.0,,,10413.0,10.0,,,,,10407.5,0.0,11.0,10407.5,104020.0,104130.0,0.0,29.0,10.0,5.5,11.0,0.0,buy_aggressor,-2,INTARIAN_PEPPER_ROOT
410900,,,INTARIAN_PEPPER_ROOT,XIRECS,10417.0,3,-2,31251.0,-2,INTARIAN_PEPPER_ROOT,10405.0,10.0,10403.0,24.0,,,10417.0,10.0,10419.0,24.0,,,10411.0,0.0,12.0,10411.0,104050.0,104170.0,0.0,34.0,34.0,6.0,12.0,0.0,buy_aggressor,-2,INTARIAN_PEPPER_ROOT
413000,,,INTARIAN_PEPPER_ROOT,XIRECS,10416.0,3,-2,31248.0,-2,INTARIAN_PEPPER_ROOT,10416.0,3.0,10407.0,9.0,10405.0,16.0,10419.0,9.0,10421.0,16.0,,,10417.5,0.0,3.0,10416.75,31248.0,93771.0,-0.5,28.0,25.0,-1.5,0.0,-3.0,sell_aggressor,-2,INTARIAN_PEPPER_ROOT
419500,,,INTARIAN_PEPPER_ROOT,XIRECS,10425.0,6,-2,62550.0,-2,INTARIAN_PEPPER_ROOT,10414.0,9.0,10411.0,25.0,,,10425.0,9.0,10428.0,25.0,,,10419.5,0.0,11.0,10419.5,93726.0,93825.0,0.0,34.0,34.0,5.5,11.0,0.0,buy_aggressor,-2,INTARIAN_PEPPER_ROOT
430400,,,INTARIAN_PEPPER_ROOT,XIRECS,10422.0,5,-2,52110.0,-2,INTARIAN_PEPPER_ROOT,10422.0,21.0,,,,,10436.0,9.0,10439.0,21.0,,,10429.0,0.0,14.0,10431.8,218862.0,93924.0,0.4,21.0,30.0,-7.0,0.0,-14.0,sell_aggressor,-2,INTARIAN_PEPPER_ROOT
433200,,,INTARIAN_PEPPER_ROOT,XIRECS,10439.0,7,-2,73073.0,-2,INTARIAN_PEPPER_ROOT,10427.0,9.0,10425.0,25.0,,,10439.0,9.0,10442.0,25.0,,,10433.0,0.0,12.0,10433.0,93843.0,93951.0,0.0,34.0,34.0,6.0,12.0,0.0,buy_aggressor,-2,INTARIAN_PEPPER_ROOT
433600,,,INTARIAN_PEPPER_ROOT,XIRECS,10442.0,7,-2,73094.0,-2,INTARIAN_PEPPER_ROOT,10428.0,11.0,10425.0,15.0,,,10442.0,15.0,,,,,10435.0,0.0,14.0,10433.923076923076,114708.0,156630.0,-0.15384615384615385,26.0,15.0,7.0,14.0,0.0,buy_aggressor,-2,INTARIAN_PEPPER_ROOT
434800,,,INTARIAN_PEPPER_ROOT,XIRECS,10441.0,4,-2,41764.0,-2,INTARIAN_PEPPER_ROOT,10429.0,9.0,10426.0,23.0,,,10441.0,9.0,10443.0,23.0,,,10435.0,0.0,12.0,10435.0,93861.0,93969.0,0.0,32.0,32.0,6.0,12.0,0.0,buy_aggressor,-2,INTARIAN_PEPPER_ROOT
442400,,,INTARIAN_PEPPER_ROOT,XIRECS,10439.0,8,-2,83512.0,-2,INTARIAN_PEPPER_ROOT,10437.0,10.0,10434.0,16.0,,,10439.0,8.0,10448.0,10.0,10451.0,16.0,10438.0,0.0,2.0,10438.111111111111,104370.0,83512.0,0.1111111111111111,26.0,34.0,1.0,2.0,0.0,buy_aggressor,-2,INTARIAN_PEPPER_ROOT
443400,,,INTARIAN_PEPPER_ROOT,XIRECS,10440.0,6,-2,62640.0,-2,INTARIAN_PEPPER_ROOT,10438.0,12.0,10435.0,18.0,,,10440.0,6.0,10449.0,12.0,10452.0,18.0,10439.0,0.0,2.0,10439.333333333334,125256.0,62640.0,0.3333333333333333,30.0,36.0,1.0,2.0,0.0,buy_aggressor,-2,INTARIAN_PEPPER_ROOT
457900,,,INTARIAN_PEPPER_ROOT,XIRECS,10452.0,4,-2,41808.0,-2,INTARIAN_PEPPER_ROOT,10452.0,12.0,10450.0,21.0,,,10464.0,12.0,10466.0,21.0,,,10458.0,0.0,12.0,10458.0,125424.0,125568.0,0.0,33.0,33.0,-6.0,0.0,-12.0,sell_aggressor,-2,INTARIAN_PEPPER_ROOT
461000,,,INTARIAN_PEPPER_ROOT,XIRECS,10467.0,5,-2,52335.0,-2,INTARIAN_PEPPER_ROOT,10455.0,11.0,10453.0,25.0,,,10467.0,11.0,,,,,10461.0,0.0,12.0,10461.0,115005.0,115137.0,0.0,36.0,11.0,6.0,12.0,0.0,buy_aggressor,-2,INTARIAN_PEPPER_ROOT
467000,,,INTARIAN_PEPPER_ROOT,XIRECS,10473.0,6,-2,62838.0,-2,INTARIAN_PEPPER_ROOT,10461.0,9.0,10459.0,15.0,,,10473.0,9.0,,,,,10467.0,0.0,12.0,10467.0,94149.0,94257.0,0.0,24.0,9.0,6.0,12.0,0.0,buy_aggressor,-2,INTARIAN_PEPPER_ROOT
468800,,,INTARIAN_PEPPER_ROOT,XIRECS,10463.0,6,-2,62778.0,-2,INTARIAN_PEPPER_ROOT,10463.0,9.0,10460.0,22.0,,,10475.0,9.0,10477.0,22.0,,,10469.0,0.0,12.0,10469.0,94167.0,94275.0,0.0,31.0,31.0,-6.0,0.0,-12.0,sell_aggressor,-2,INTARIAN_PEPPER_ROOT
469100,,,INTARIAN_PEPPER_ROOT,XIRECS,10463.0,3,-2,31389.0,-2,INTARIAN_PEPPER_ROOT,10463.0,12.0,10461.0,20.0,,,10475.0,12.0,10477.0,20.0,,,10469.0,0.0,12.0,10469.0,125556.0,125700.0,0.0,32.0,32.0,-6.0,0.0,-12.0,sell_aggressor,-2,INTARIAN_PEPPER_ROOT
472900,,,INTARIAN_PEPPER_ROOT,XIRECS,10467.0,3,-2,31401.0,-2,INTARIAN_PEPPER_ROOT,10467.0,10.0,10465.0,24.0,,,10479.0,10.0,10481.0,24.0,,,10473.0,0.0,12.0,10473.0,104670.0,104790.0,0.0,34.0,34.0,-6.0,0.0,-12.0,sell_aggressor,-2,INTARIAN_PEPPER_ROOT
473700,,,INTARIAN_PEPPER_ROOT,XIRECS,10468.0,3,-2,31404.0,-2,INTARIAN_PEPPER_ROOT,10468.0,8.0,10465.0,19.0,,,10479.0,8.0,10482.0,19.0,,,10473.5,0.0,11.0,10473.5,83744.0,83832.0,0.0,27.0,27.0,-5.5,0.0,-11.0,sell_aggressor,-2,INTARIAN_PEPPER_ROOT
475500,,,INTARIAN_PEPPER_ROOT,XIRECS,10481.0,7,-2,73367.0,-2,INTARIAN_PEPPER_ROOT,10470.0,9.0,10467.0,15.0,,,10481.0,9.0,10484.0,15.0,,,10475.5,0.0,11.0,10475.5,94230.0,94329.0,0.0,24.0,24.0,5.5,11.0,0.0,buy_aggressor,-2,INTARIAN_PEPPER_ROOT
478200,,,INTARIAN_PEPPER_ROOT,XIRECS,10481.0,6,-2,62886.0,-2,INTARIAN_PEPPER_ROOT,10481.0,6.0,10472.0,11.0,10470.0,17.0,10484.0,11.0,10487.0,17.0,,,10482.5,0.0,3.0,10482.058823529413,62886.0,115324.0,-0.29411764705882354,34.0,28.0,-1.5,0.0,-3.0,sell_aggressor,-2,INTARIAN_PEPPER_ROOT
481300,,,INTARIAN_PEPPER_ROOT,XIRECS,10490.0,4,-2,41960.0,-2,INTARIAN_PEPPER_ROOT,10476.0,10.0,10473.0,25.0,,,10490.0,25.0,,,,,10483.0,0.0,14.0,10480.0,104760.0,262250.0,-0.42857142857142855,35.0,25.0,7.0,14.0,0.0,buy_aggressor,-2,INTARIAN_PEPPER_ROOT
487400,,,INTARIAN_PEPPER_ROOT,XIRECS,10493.0,6,-2,62958.0,-2,INTARIAN_PEPPER_ROOT,10482.0,10.0,10479.0,22.0,,,10493.0,10.0,10496.0,22.0,,,10487.5,0.0,11.0,10487.5,104820.0,104930.0,0.0,32.0,32.0,5.5,11.0,0.0,buy_aggressor,-2,INTARIAN_PEPPER_ROOT
489600,,,INTARIAN_PEPPER_ROOT,XIRECS,10486.0,6,-2,62916.0,-2,INTARIAN_PEPPER_ROOT,10484.0,12.0,10481.0,25.0,,,10486.0,6.0,10495.0,12.0,10498.0,25.0,10485.0,0.0,2.0,10485.333333333334,125808.0,62916.0,0.3333333333333333,37.0,43.0,1.0,2.0,0.0,buy_aggressor,-2,INTARIAN_PEPPER_ROOT
501200,,,INTARIAN_PEPPER_ROOT,XIRECS,10507.0,5,-2,52535.0,-2,INTARIAN_PEPPER_ROOT,,,,,,,10507.0,11.0,10510.0,21.0,,,10507.0,0.0,,,,115577.0,,0.0,32.0,0.0,,0.0,buy_aggressor,-2,INTARIAN_PEPPER_ROOT
502300,,,INTARIAN_PEPPER_ROOT,XIRECS,10497.0,3,-2,31491.0,-2,INTARIAN_PEPPER_ROOT,10497.0,11.0,10494.0,17.0,,,10508.0,11.0,10511.0,17.0,,,10502.5,0.0,11.0,10502.5,115467.0,115588.0,0.0,28.0,28.0,-5.5,0.0,-11.0,sell_aggressor,-2,INTARIAN_PEPPER_ROOT
505500,,,INTARIAN_PEPPER_ROOT,XIRECS,10511.0,5,-2,52555.0,-2,INTARIAN_PEPPER_ROOT,10500.0,8.0,,,,,10511.0,8.0,10514.0,23.0,,,10505.5,0.0,11.0,10505.5,84000.0,84088.0,0.0,8.0,31.0,5.5,11.0,0.0,buy_aggressor,-2,INTARIAN_PEPPER_ROOT
507600,,,INTARIAN_PEPPER_ROOT,XIRECS,10513.0,3,-2,31539.0,-2,INTARIAN_PEPPER_ROOT,10499.0,17.0,,,,,10513.0,9.0,10516.0,17.0,,,10506.0,0.0,14.0,10508.153846153846,178483.0,94617.0,0.3076923076923077,17.0,26.0,7.0,14.0,0.0,buy_aggressor,-2,INTARIAN_PEPPER_ROOT
508100,,,INTARIAN_PEPPER_ROOT,XIRECS,10511.0,6,-2,63066.0,-2,INTARIAN_PEPPER_ROOT,10511.0,6.0,10502.0,9.0,,,10514.0,9.0,10516.0,25.0,,,10512.5,0.0,3.0,10512.2,63066.0,94626.0,-0.2,15.0,34.0,-1.5,0.0,-3.0,sell_aggressor,-2,INTARIAN_PEPPER_ROOT
509500,,,INTARIAN_PEPPER_ROOT,XIRECS,10504.0,5,-2,52520.0,-2,INTARIAN_PEPPER_ROOT,10504.0,10.0,10501.0,15.0,,,10515.0,10.0,10518.0,15.0,,,10509.5,0.0,11.0,10509.5,105040.0,105150.0,0.0,25.0,25.0,-5.5,0.0,-11.0,sell_aggressor,-2,INTARIAN_PEPPER_ROOT
511400,,,INTARIAN_PEPPER_ROOT,XIRECS,10508.0,3,-2,31524.0,-2,INTARIAN_PEPPER_ROOT,10506.0,8.0,10503.0,16.0,,,10508.0,3.0,10517.0,8.0,10520.0,16.0,10507.0,0.0,2.0,10507.454545454546,84048.0,31524.0,0.45454545454545453,24.0,27.0,1.0,2.0,0.0,buy_aggressor,-2,INTARIAN_PEPPER_ROOT
512000,,,INTARIAN_PEPPER_ROOT,XIRECS,10506.0,3,-2,31518.0,-2,INTARIAN_PEPPER_ROOT,10506.0,9.0,10504.0,24.0,,,10518.0,9.0,10520.0,24.0,,,10512.0,0.0,12.0,10512.0,94554.0,94662.0,0.0,33.0,33.0,-6.0,0.0,-12.0,sell_aggressor,-2,INTARIAN_PEPPER_ROOT
514700,,,INTARIAN_PEPPER_ROOT,XIRECS,10509.0,7,-2,73563.0,-2,INTARIAN_PEPPER_ROOT,10509.0,9.0,10506.0,23.0,,,10520.0,9.0,10523.0,23.0,,,10514.5,0.0,11.0,10514.5,94581.0,94680.0,0.0,32.0,32.0,-5.5,0.0,-11.0,sell_aggressor,-2,INTARIAN_PEPPER_ROOT
520500,,,INTARIAN_PEPPER_ROOT,XIRECS,10515.0,6,-2,63090.0,-2,INTARIAN_PEPPER_ROOT,10515.0,10.0,10512.0,19.0,,,10526.0,10.0,,,,,10520.5,0.0,11.0,10520.5,105150.0,105260.0,0.0,29.0,10.0,-5.5,0.0,-11.0,sell_aggressor,-2,INTARIAN_PEPPER_ROOT
522200,,,INTARIAN_PEPPER_ROOT,XIRECS,10516.0,6,-2,63096.0,-2,INTARIAN_PEPPER_ROOT,10516.0,9.0,,,,,10528.0,9.0,10531.0,22.0,,,10522.0,0.0,12.0,10522.0,94644.0,94752.0,0.0,9.0,31.0,-6.0,0.0,-12.0,sell_aggressor,-2,INTARIAN_PEPPER_ROOT
523000,,,INTARIAN_PEPPER_ROOT,XIRECS,10519.0,8,-2,84152.0,-2,INTARIAN_PEPPER_ROOT,10517.0,11.0,10515.0,25.0,,,10519.0,8.0,10529.0,11.0,,,10518.0,0.0,2.0,10518.157894736842,115687.0,84152.0,0.15789473684210525,36.0,19.0,1.0,2.0,0.0,buy_aggressor,-2,INTARIAN_PEPPER_ROOT
526200,,,INTARIAN_PEPPER_ROOT,XIRECS,10523.0,3,-2,31569.0,-2,INTARIAN_PEPPER_ROOT,,,,,,,10523.0,3.0,10535.0,15.0,,,10523.0,0.0,,,,31569.0,,0.0,18.0,0.0,,0.0,buy_aggressor,-2,INTARIAN_PEPPER_ROOT
528000,,,INTARIAN_PEPPER_ROOT,XIRECS,10524.0,4,-2,42096.0,-2,INTARIAN_PEPPER_ROOT,10522.0,9.0,,,,,10524.0,4.0,10534.0,9.0,10536.0,21.0,10523.0,0.0,2.0,10523.384615384615,94698.0,42096.0,0.38461538461538464,9.0,34.0,1.0,2.0,0.0,buy_aggressor,-2,INTARIAN_PEPPER_ROOT
530100,,,INTARIAN_PEPPER_ROOT,XIRECS,10533.0,6,-2,63198.0,-2,INTARIAN_PEPPER_ROOT,10533.0,6.0,10524.0,12.0,10522.0,16.0,10536.0,12.0,10538.0,16.0,,,10534.5,0.0,3.0,10534.0,63198.0,126432.0,-0.3333333333333333,34.0,28.0,-1.5,0.0,-3.0,sell_aggressor,-2,INTARIAN_PEPPER_ROOT
533500,,,INTARIAN_PEPPER_ROOT,XIRECS,10528.0,7,-2,73696.0,-2,INTARIAN_PEPPER_ROOT,10528.0,8.0,10525.0,20.0,,,10539.0,8.0,,,,,10533.5,0.0,11.0,10533.5,84224.0,84312.0,0.0,28.0,8.0,-5.5,0.0,-11.0,sell_aggressor,-2,INTARIAN_PEPPER_ROOT
533800,,,INTARIAN_PEPPER_ROOT,XIRECS,10540.0,6,-2,63240.0,-2,INTARIAN_PEPPER_ROOT,10528.0,9.0,10525.0,20.0,,,10540.0,9.0,10542.0,20.0,,,10534.0,0.0,12.0,10534.0,94752.0,94860.0,0.0,29.0,29.0,6.0,12.0,0.0,buy_aggressor,-2,INTARIAN_PEPPER_ROOT
535700,,,INTARIAN_PEPPER_ROOT,XIRECS,10532.0,5,-2,52660.0,-2,INTARIAN_PEPPER_ROOT,10530.0,9.0,10527.0,18.0,,,10532.0,5.0,10541.0,9.0,10544.0,18.0,10531.0,0.0,2.0,10531.285714285714,94770.0,52660.0,0.2857142857142857,27.0,32.0,1.0,2.0,0.0,buy_aggressor,-2,INTARIAN_PEPPER_ROOT
537900,,,INTARIAN_PEPPER_ROOT,XIRECS,10540.0,6,-2,63240.0,-2,INTARIAN_PEPPER_ROOT,10532.0,10.0,,,,,10540.0,12.0,10544.0,10.0,10546.0,18.0,10536.0,0.0,8.0,10535.636363636364,105320.0,126480.0,-0.09090909090909091,10.0,40.0,4.0,8.0,0.0,buy_aggressor,-2,INTARIAN_PEPPER_ROOT
543000,,,INTARIAN_PEPPER_ROOT,XIRECS,10546.0,7,-2,73822.0,-2,INTARIAN_PEPPER_ROOT,10546.0,7.0,,,,,10551.0,16.0,,,,,10548.5,0.0,5.0,10547.521739130434,73822.0,168816.0,-0.391304347826087,7.0,16.0,-2.5,0.0,-5.0,sell_aggressor,-2,INTARIAN_PEPPER_ROOT
545000,,,INTARIAN_PEPPER_ROOT,XIRECS,10551.0,7,-2,73857.0,-2,INTARIAN_PEPPER_ROOT,10539.0,9.0,10537.0,25.0,,,10551.0,9.0,10553.0,25.0,,,10545.0,0.0,12.0,10545.0,94851.0,94959.0,0.0,34.0,34.0,6.0,12.0,0.0,buy_aggressor,-2,INTARIAN_PEPPER_ROOT
546800,,,INTARIAN_PEPPER_ROOT,XIRECS,10553.0,7,-2,73871.0,-2,INTARIAN_PEPPER_ROOT,10541.0,11.0,10538.0,20.0,,,10553.0,11.0,10555.0,20.0,,,10547.0,0.0,12.0,10547.0,115951.0,116083.0,0.0,31.0,31.0,6.0,12.0,0.0,buy_aggressor,-2,INTARIAN_PEPPER_ROOT
547100,,,INTARIAN_PEPPER_ROOT,XIRECS,10543.0,5,-2,52715.0,-2,INTARIAN_PEPPER_ROOT,10541.0,11.0,10539.0,16.0,,,10543.0,5.0,10553.0,11.0,,,10542.0,0.0,2.0,10542.375,115951.0,52715.0,0.375,27.0,16.0,1.0,2.0,0.0,buy_aggressor,-2,INTARIAN_PEPPER_ROOT
547700,,,INTARIAN_PEPPER_ROOT,XIRECS,10553.0,7,-2,73871.0,-2,INTARIAN_PEPPER_ROOT,10542.0,11.0,,,,,10553.0,11.0,10556.0,25.0,,,10547.5,0.0,11.0,10547.5,115962.0,116083.0,0.0,11.0,36.0,5.5,11.0,0.0,buy_aggressor,-2,INTARIAN_PEPPER_ROOT
550400,,,INTARIAN_PEPPER_ROOT,XIRECS,10559.0,7,-2,73913.0,-2,INTARIAN_PEPPER_ROOT,10545.0,9.0,10542.0,22.0,,,10559.0,22.0,,,,,10552.0,0.0,14.0,10549.064516129032,94905.0,232298.0,-0.41935483870967744,31.0,22.0,7.0,14.0,0.0,buy_aggressor,-2,INTARIAN_PEPPER_ROOT
560900,,,INTARIAN_PEPPER_ROOT,XIRECS,10567.0,7,-2,73969.0,-2,INTARIAN_PEPPER_ROOT,10555.0,8.0,10552.0,17.0,,,10567.0,8.0,10569.0,17.0,,,10561.0,0.0,12.0,10561.0,84440.0,84536.0,0.0,25.0,25.0,6.0,12.0,0.0,buy_aggressor,-2,INTARIAN_PEPPER_ROOT
570300,,,INTARIAN_PEPPER_ROOT,XIRECS,10565.0,4,-2,42260.0,-2,INTARIAN_PEPPER_ROOT,10565.0,11.0,10562.0,19.0,,,10576.0,11.0,10579.0,19.0,,,10570.5,0.0,11.0,10570.5,116215.0,116336.0,0.0,30.0,30.0,-5.5,0.0,-11.0,sell_aggressor,-2,INTARIAN_PEPPER_ROOT
571800,,,INTARIAN_PEPPER_ROOT,XIRECS,10574.0,3,-2,31722.0,-2,INTARIAN_PEPPER_ROOT,10574.0,3.0,10566.0,12.0,10563.0,18.0,10578.0,12.0,,,,,10576.0,0.0,4.0,10574.8,31722.0,126936.0,-0.6,33.0,12.0,-2.0,0.0,-4.0,sell_aggressor,-2,INTARIAN_PEPPER_ROOT
574400,,,INTARIAN_PEPPER_ROOT,XIRECS,10577.0,6,-2,63462.0,-2,INTARIAN_PEPPER_ROOT,10577.0,6.0,10569.0,9.0,10566.0,21.0,10580.0,9.0,10583.0,21.0,,,10578.5,0.0,3.0,10578.2,63462.0,95220.0,-0.2,36.0,30.0,-1.5,0.0,-3.0,sell_aggressor,-2,INTARIAN_PEPPER_ROOT
575600,,,INTARIAN_PEPPER_ROOT,XIRECS,10570.0,5,-2,52850.0,-2,INTARIAN_PEPPER_ROOT,10570.0,10.0,,,,,10581.0,10.0,10584.0,22.0,,,10575.5,0.0,11.0,10575.5,105700.0,105810.0,0.0,10.0,32.0,-5.5,0.0,-11.0,sell_aggressor,-2,INTARIAN_PEPPER_ROOT
583100,,,INTARIAN_PEPPER_ROOT,XIRECS,10589.0,5,-2,52945.0,-2,INTARIAN_PEPPER_ROOT,10577.0,11.0,10575.0,21.0,,,10589.0,11.0,,,,,10583.0,0.0,12.0,10583.0,116347.0,116479.0,0.0,32.0,11.0,6.0,12.0,0.0,buy_aggressor,-2,INTARIAN_PEPPER_ROOT
